trial,time_ms,phase,threshold,angle,fsr_raw,fsr_voltage
2,1640,press,25,99,1,0.0008
2,1660,press,25,98,2,0.0016
2,1680,press,25,97,0,0.0000
2,1700,press,25,96,2,0.0016
2,1720,press,25,95,1,0.0008
2,1740,press,25,94,2,0.0016
2,1760,press,25,93,6,0.0048
2,1780,press,25,92,1,0.0008
2,1800,press,25,91,2,0.0016
2,1820,press,25,90,2,0.0016
2,1840,press,25,89,0,0.0000
2,1860,press,25,88,0,0.0000
2,1880,press,25,87,0,0.0000
2,1900,press,25,86,0,0.0000
2,1920,press,25,85,0,0.0000
2,1940,press,25,84,0,0.0000
2,1960,press,25,83,0,0.0000
2,1980,press,25,82,0,0.0000
2,2000,press,25,81,1,0.0008
2,2020,press,25,80,2,0.0016
2,2040,press,25,79,5,0.0040
2,2060,press,25,78,0,0.0000
2,2080,press,25,77,2,0.0016
2,2100,press,25,76,1,0.0008
2,2120,press,25,75,0,0.0000
2,2140,press,25,74,4,0.0032
2,2160,press,25,73,0,0.0000
2,2180,press,25,72,2,0.0016
2,2200,press,25,71,1,0.0008
2,2220,press,25,70,2,0.0016
2,2240,press,25,69,1,0.0008
2,2260,press,25,68,2,0.0016
2,2280,press,25,67,0,0.0000
2,2300,press,25,66,1,0.0008
2,2320,press,25,65,1,0.0008
2,2340,press,25,64,4,0.0032
2,2360,press,25,63,1,0.0008
2,2380,press,25,62,1,0.0008
2,2400,press,25,61,1,0.0008
2,2420,press,25,60,2,0.0016
2,2440,press,25,59,2,0.0016
2,2460,press,25,58,1,0.0008
2,2480,press,25,57,1,0.0008
2,2500,press,25,56,1,0.0008
2,2520,press,25,55,2,0.0016
2,2540,press,25,54,1,0.0008
2,2560,press,25,53,3,0.0024
2,2580,press,25,52,1,0.0008
2,2600,press,25,51,2,0.0016
2,2620,press,25,50,1,0.0008
2,2640,press,25,49,4,0.0032
2,2660,press,25,48,1,0.0008
2,2680,press,25,47,2,0.0016
2,2700,press,25,46,0,0.0000
2,2720,press,25,45,1,0.0008
2,2740,press,25,44,2,0.0016
2,2760,press,25,43,2,0.0016
2,2780,press,25,42,2,0.0016
2,2800,press,25,41,1,0.0008
2,2820,press,25,40,3,0.0024
2,2840,press,25,39,2,0.0016
2,2860,press,25,38,8,0.0064
2,2880,press,25,37,0,0.0000
2,2900,press,25,36,6,0.0048
2,2920,press,25,35,1,0.0008
2,2940,press,25,34,5,0.0040
2,2960,press,25,33,2,0.0016
2,2980,press,25,32,4,0.0032
2,3000,press,25,31,6,0.0048
2,3020,press,25,30,1,0.0008
2,3040,press,25,29,22,0.0177
2,3060,press,25,28,2,0.0016
2,3080,press,25,27,0,0.0000
2,3100,press,25,26,17,0.0137
2,3120,press,25,25,21,0.0169
2,3140,press,25,24,1,0.0008
2,3160,press,25,23,3,0.0024
2,3180,press,25,22,2,0.0016
2,3200,press,25,21,29,0.0234
2,0,hold,25,21,1,0.0008
2,50,hold,25,21,2,0.0016
2,100,hold,25,21,27,0.0218
2,150,hold,25,21,2,0.0016
2,200,hold,25,21,2,0.0016
2,250,hold,25,21,1,0.0008
2,300,hold,25,21,26,0.0210
2,350,hold,25,21,0,0.0000
2,400,hold,25,21,27,0.0218
2,450,hold,25,21,3,0.0024
2,500,hold,25,21,0,0.0000
2,550,hold,25,21,1,0.0008
2,600,hold,25,21,1,0.0008
2,650,hold,25,21,1,0.0008
2,700,hold,25,21,2,0.0016
2,750,hold,25,21,2,0.0016
2,800,hold,25,21,1,0.0008
2,850,hold,25,21,3,0.0024
2,900,hold,25,21,3,0.0024
2,950,hold,25,21,2,0.0016
2,1000,hold,25,21,1,0.0008
2,1050,hold,25,21,2,0.0016
2,1100,hold,25,21,2,0.0016
2,1150,hold,25,21,3,0.0024
2,1200,hold,25,21,1,0.0008
2,1250,hold,25,21,2,0.0016
2,1300,hold,25,21,1,0.0008
2,1350,hold,25,21,2,0.0016
2,1400,hold,25,21,3,0.0024
2,1450,hold,25,21,1,0.0008
2,1500,hold,25,21,1,0.0008
2,1550,hold,25,21,4,0.0032
2,1600,hold,25,21,0,0.0000
2,1650,hold,25,21,3,0.0024
2,1700,hold,25,21,3,0.0024
2,1750,hold,25,21,24,0.0193
2,1800,hold,25,21,29,0.0234
2,1850,hold,25,21,24,0.0193
2,1900,hold,25,21,21,0.0169
2,1950,hold,25,21,1,0.0008
2,20,return,25,21,26,0.0210
2,40,return,25,22,1,0.0008
2,60,return,25,23,2,0.0016
2,80,return,25,24,1,0.0008
2,100,return,25,25,2,0.0016
2,120,return,25,26,0,0.0000
2,140,return,25,27,0,0.0000
2,160,return,25,28,9,0.0073
2,180,return,25,29,1,0.0008
2,200,return,25,30,0,0.0000
2,220,return,25,31,1,0.0008
2,240,return,25,32,1,0.0008
2,260,return,25,33,2,0.0016
2,280,return,25,34,1,0.0008
2,300,return,25,35,1,0.0008
2,320,return,25,36,0,0.0000
2,340,return,25,37,2,0.0016
2,360,return,25,38,1,0.0008
2,380,return,25,39,17,0.0137
2,400,return,25,40,2,0.0016
2,420,return,25,41,6,0.0048
2,440,return,25,42,1,0.0008
2,460,return,25,43,2,0.0016
2,480,return,25,44,1,0.0008
2,500,return,25,45,2,0.0016
2,520,return,25,46,0,0.0000
2,540,return,25,47,2,0.0016
2,560,return,25,48,2,0.0016
2,580,return,25,49,2,0.0016
2,600,return,25,50,7,0.0056
2,620,return,25,51,2,0.0016
2,640,return,25,52,3,0.0024
2,660,return,25,53,1,0.0008
2,680,return,25,54,1,0.0008
2,700,return,25,55,0,0.0000
2,720,return,25,56,0,0.0000
2,740,return,25,57,0,0.0000
2,760,return,25,58,0,0.0000
2,780,return,25,59,2,0.0016
2,800,return,25,60,1,0.0008
2,820,return,25,61,2,0.0016
2,840,return,25,62,1,0.0008
2,860,return,25,63,3,0.0024
2,880,return,25,64,0,0.0000
2,900,return,25,65,0,0.0000
2,920,return,25,66,2,0.0016
2,940,return,25,67,1,0.0008
2,960,return,25,68,0,0.0000
2,980,return,25,69,2,0.0016
2,1000,return,25,70,1,0.0008
2,1020,return,25,71,2,0.0016
2,1040,return,25,72,2,0.0016
2,1060,return,25,73,1,0.0008
2,1080,return,25,74,1,0.0008
2,1100,return,25,75,6,0.0048
2,1120,return,25,76,1,0.0008
2,1140,return,25,77,2,0.0016
2,1160,return,25,78,1,0.0008
2,1180,return,25,79,3,0.0024
2,1200,return,25,80,0,0.0000
2,1220,return,25,81,0,0.0000
2,1240,return,25,82,0,0.0000
2,1260,return,25,83,1,0.0008
2,1280,return,25,84,2,0.0016
2,1300,return,25,85,0,0.0000
2,1320,return,25,86,2,0.0016
2,1340,return,25,87,1,0.0008
2,1360,return,25,88,2,0.0016
2,1380,return,25,89,1,0.0008
2,1400,return,25,90,1,0.0008
2,1420,return,25,91,1,0.0008
2,1440,return,25,92,0,0.0000
2,1460,return,25,93,1,0.0008
2,1480,return,25,94,4,0.0032
2,1500,return,25,95,2,0.0016
2,1520,return,25,96,1,0.0008
2,1540,return,25,97,2,0.0016
2,1560,return,25,98,2,0.0016
2,1580,return,25,99,2,0.0016
2,1600,return,25,100,0,0.0000
2,1620,return,25,101,1,0.0008
2,1640,return,25,102,0,0.0000
2,1660,return,25,103,7,0.0056
2,1680,return,25,104,1,0.0008
2,1700,return,25,105,2,0.0016
2,1720,return,25,106,0,0.0000
2,1740,return,25,107,0,0.0000
2,1760,return,25,108,2,0.0016
2,1780,return,25,109,2,0.0016
2,1800,return,25,110,1,0.0008
2,1820,return,25,111,10,0.0081
2,1840,return,25,112,0,0.0000
2,1860,return,25,113,5,0.0040
2,1880,return,25,114,1,0.0008
2,1900,return,25,115,1,0.0008
2,1920,return,25,116,3,0.0024
2,1940,return,25,117,0,0.0000
2,1960,return,25,118,1,0.0008
2,1980,return,25,119,1,0.0008
2,2000,return,25,120,1,0.0008
2,2020,return,25,121,1,0.0008
2,2040,return,25,122,1,0.0008
2,2060,return,25,123,0,0.0000
2,2080,return,25,124,1,0.0008
2,2100,return,25,125,1,0.0008
2,2120,return,25,126,0,0.0000
2,2140,return,25,127,1,0.0008
2,2160,return,25,128,1,0.0008
2,2180,return,25,129,2,0.0016
2,2200,return,25,130,0,0.0000
2,2220,return,25,131,2,0.0016
2,2240,return,25,132,1,0.0008
2,2260,return,25,133,3,0.0024
2,2280,return,25,134,1,0.0008
2,2300,return,25,135,8,0.0064
2,2320,return,25,136,2,0.0016
2,2340,return,25,137,3,0.0024
2,2360,return,25,138,0,0.0000
2,2380,return,25,139,2,0.0016
2,2400,return,25,140,0,0.0000
2,2420,return,25,141,1,0.0008
2,2440,return,25,142,1,0.0008
2,2460,return,25,143,0,0.0000
2,2480,return,25,144,1,0.0008
2,2500,return,25,145,17,0.0137
2,2520,return,25,146,0,0.0000
2,2540,return,25,147,2,0.0016
2,2560,return,25,148,1,0.0008
2,2580,return,25,149,0,0.0000
2,2600,return,25,150,0,0.0000
2,2620,return,25,151,3,0.0024
2,2640,return,25,152,1,0.0008
2,2660,return,25,153,0,0.0000
2,2680,return,25,154,2,0.0016
2,2700,return,25,155,0,0.0000
2,2720,return,25,156,2,0.0016
2,2740,return,25,157,2,0.0016
2,2760,return,25,158,5,0.0040
2,2780,return,25,159,2,0.0016
2,2800,return,25,160,4,0.0032
2,2820,return,25,161,2,0.0016
2,2840,return,25,162,2,0.0016
2,2860,return,25,163,2,0.0016
2,2880,return,25,164,3,0.0024
2,2900,return,25,165,1,0.0008
2,2920,return,25,166,1,0.0008
2,2940,return,25,167,3,0.0024
2,2960,return,25,168,1,0.0008
2,2980,return,25,169,5,0.0040
2,3000,return,25,170,3,0.0024
2,3020,return,25,171,4,0.0032
2,3040,return,25,172,2,0.0016
2,3060,return,25,173,3,0.0024
2,3080,return,25,174,2,0.0016
2,3100,return,25,175,4,0.0032
2,3120,return,25,176,1,0.0008
2,3140,return,25,177,3,0.0024
2,3160,return,25,178,1,0.0008
2,3180,return,25,179,2,0.0016
2,3200,return,25,180,0,0.0000
